Season,Match Date,Home Score,Home Team,Away Score,Away Team,Competition,Attendance,Venue,Referee
2012,"Thursday, 16th August 2012",28,Sheffield Eagles,28,Featherstone Rovers,League 2,1449,"Don Valley Stadium, Sheffield, England",Gareth Hewer
2012,"Sunday, 2nd September 2012",20,Dewsbury Rams,30,Sheffield Eagles,League 2,1156,,
2012,"Sunday, 9th September 2012",42,Sheffield Eagles,12,Batley Bulldogs,Play-offs League 2 EPO,722,"Don Valley Stadium, Sheffield, England",George Stokes
2012,"Sunday, 16th September 2012",12,Halifax,54,Sheffield Eagles,Play-offs League 2 ESF,1513,,
2012,"Thursday, 20th September 2012",22,Leigh Centurions,32,Sheffield Eagles,Play-offs League 2 PF,1725,,
2012,"Sunday, 30th September 2012",16,Featherstone Rovers,20,Sheffield Eagles,Play-offs League 2 Final,6409,"Neutral Venue: The Halliwell Jones Stadium, Warrington, England",Tim Roby
2013,"Thursday, 31st January 2013",18,Halifax,10,Sheffield Eagles,League 2,1553,,
2013,"Friday, 8th February 2013",13,Sheffield Eagles,6,Batley Bulldogs,League 2,1008,"Don Valley Stadium, Sheffield, England",Ronnie Laughton
2013,"Sunday, 17th February 2013",20,Swinton Lions,52,Sheffield Eagles,League 2,515,"Leigh Sports Village Stadium, Leigh, England",Gareth Hewer
2013,"Sunday, 24th February 2013",24,Workington Town,28,Sheffield Eagles,League 2,683,,
2013,"Friday, 1st March 2013",46,Sheffield Eagles,14,York City Knights,League 2,1011,"Bramall Lane, Sheffield, England",Matthew Thomason
2013,"Friday, 8th March 2013",18,Leigh Centurions,40,Sheffield Eagles,League 2,1581,,
2013,"Thursday, 14th March 2013",26,Sheffield Eagles,18,Featherstone Rovers,League 2,1243,"Don Valley Stadium, Sheffield, England",Gareth Hewer
2013,"Friday, 29th March 2013",32,Sheffield Eagles,26,Doncaster,League 2,1253,"Don Valley Stadium, Sheffield, England",Joe Cobb
2013,"Monday, 1st April 2013",30,Whitehaven,16,Sheffield Eagles,League 2,569,,
2013,"Sunday, 7th April 2013",112,Sheffield Eagles,6,Leigh East,Challenge Cup 3 (64),333,"Don Valley Stadium, Sheffield, England",Scott Mikalauskas
2013,"Sunday, 14th April 2013",44,Sheffield Eagles,18,Barrow Raiders,League 2,1177,"Don Valley Stadium, Sheffield, England",Jamie Leahy
2013,"Saturday, 20th April 2013",30,Sheffield Eagles,16,Dewsbury Rams,Challenge Cup 4 (32),467,"Don Valley Stadium, Sheffield, England",Gareth Hewer
2013,"Sunday, 28th April 2013",18,Keighley Cougars,28,Sheffield Eagles,League 2,623,,
2013,"Friday, 3rd May 2013",36,Sheffield Eagles,18,Dewsbury Rams,League 2,904,"Don Valley Stadium, Sheffield, England",Matthew Thomason
2013,"Friday, 10th May 2013",28,Sheffield Eagles,12,Halifax,Challenge Cup 5 (16),782,"Don Valley Stadium, Sheffield, England",Ben Thaler
2013,"Sunday, 19th May 2013",64,Sheffield Eagles,10,Barrow Raiders,National League Cup 1 (16),408,"Don Valley Stadium, Sheffield, England",Chris Leatherbarrow
2013,"Friday, 24th May 2013",31,Sheffield Eagles,18,Halifax,League 2,1104,"Bramall Lane, Sheffield, England",Matthew Thomason
2013,"Wednesday, 29th May 2013",22,Hunslet Hawks,38,Sheffield Eagles,League 2,491,,
2013,"Sunday, 2nd June 2013",18,Barrow Raiders,20,Sheffield Eagles,League 2,874,,
2013,"Sunday, 9th June 2013",56,Sheffield Eagles,18,Whitehaven,League 2,1028,"Don Valley Stadium, Sheffield, England",Dave Merrick
2013,"Friday, 14th June 2013",26,Sheffield Eagles,16,Dewsbury Rams,National League Cup QF,576,"Don Valley Stadium, Sheffield, England",Matthew Thomason
2013,"Thursday, 20th June 2013",8,Batley Bulldogs,14,Sheffield Eagles,League 2,814,,
2013,"Friday, 28th June 2013",10,Doncaster,32,Sheffield Eagles,National League Cup Semi,611,,
2013,"Friday, 5th July 2013",34,Sheffield Eagles,10,Swinton Lions,League 2,814,"Don Valley Stadium, Sheffield, England",Joe Cobb
2013,"Friday, 12th July 2013",10,Sheffield Eagles,29,London Broncos,Challenge Cup QF,2459,"Don Valley Stadium, Sheffield, England",James Child
2013,"Saturday, 20th July 2013",43,Leigh Centurions,28,Sheffield Eagles,National League Cup Final,4179,"Neutral Venue: Halifax,",Chris Leatherbarrow
2013,"Friday, 26th July 2013",34,Sheffield Eagles,10,Keighley Cougars,League 2,710,"Don Valley Stadium, Sheffield, England",Peter Brooke
2013,"Wednesday, 31st July 2013",36,Sheffield Eagles,0,Workington Town,League 2,732,"Don Valley Stadium, Sheffield, England",Dave Merrick
2013,"Sunday, 4th August 2013",16,York City Knights,42,Sheffield Eagles,League 2,677,,
2013,"Friday, 9th August 2013",20,Sheffield Eagles,8,Leigh Centurions,League 2,1012,"Don Valley Stadium, Sheffield, England",Matthew Thomason
2013,"Sunday, 18th August 2013",18,Dewsbury Rams,30,Sheffield Eagles,League 2,857,,
2013,"Thursday, 22nd August 2013",36,Sheffield Eagles,26,Hunslet Hawks,League 2,1184,"Don Valley Stadium, Sheffield, England",Ronnie Laughton
2013,"Wednesday, 28th August 2013",40,Featherstone Rovers,24,Sheffield Eagles,League 2,3890,,
2013,"Sunday, 1st September 2013",34,Doncaster,20,Sheffield Eagles,League 2,1063,,
2013,"Friday, 6th September 2013",6,Sheffield Eagles,21,Halifax,Play-offs League 2 QPO,773,"Don Valley Stadium, Sheffield, England",Dave Merrick
2013,"Sunday, 15th September 2013",52,Sheffield Eagles,16,Dewsbury Rams,Play-offs League 2 PSF,839,"Don Valley Stadium, Sheffield, England",Chris Leatherbarrow
2013,"Thursday, 19th September 2013",10,Halifax,29,Sheffield Eagles,Play-offs League 2 Semi,1321,,
2013,"Sunday, 29th September 2013",12,Batley Bulldogs,19,Sheffield Eagles,Play-offs League 2 Final,6374,"Neutral Venue: Leigh Sports Village Stadium, Leigh, England",Matthew Thomason
2014,"Sunday, 23rd February 2014",16,Swinton Lions,30,Sheffield Eagles,League 2,548,"Leigh Sports Village Stadium, Leigh, England",Warren Turley
2014,"Sunday, 2nd March 2014",18,Sheffield Eagles,24,Barrow Raiders,League 2,897,"Don Valley Stadium, Sheffield, England",Joe Cobb
2014,"Sunday, 9th March 2014",30,Halifax,28,Sheffield Eagles,League 2,1327,,
2014,"Sunday, 16th March 2014",54,Sheffield Eagles,0,East Leeds,Challenge Cup 3 (64),619,"Don Valley Stadium, Sheffield, England",Dave Merrick
2014,"Sunday, 23rd March 2014",46,Sheffield Eagles,10,Dewsbury Rams,League 2,911,"Don Valley Stadium, Sheffield, England",Warren Turley
2014,"Sunday, 30th March 2014",24,Keighley Cougars,42,Sheffield Eagles,League 2,927,,
2014,"Saturday, 5th April 2014",70,Sheffield Eagles,28,London Skolars,Challenge Cup 4 (32),505,"Don Valley Stadium, Sheffield, England",Peter Brooke
2014,"Sunday, 13th April 2014",14,Workington Town,24,Sheffield Eagles,League 2,451,,
2014,"Sunday, 20th April 2014",34,Sheffield Eagles,42,Doncaster,League 2,1018,"Don Valley Stadium, Sheffield, England",Gareth Hewer
2014,"Sunday, 27th April 2014",60,Castleford Tigers,16,Sheffield Eagles,Challenge Cup 5 (16),4648,,
2014,"Sunday, 4th May 2014",6,North Wales Crusaders,56,Sheffield Eagles,League 2,785,,
2014,"Sunday, 11th May 2014",22,Sheffield Eagles,36,Featherstone Rovers,League 2,1279,"Don Valley Stadium, Sheffield, England",Joe Cobb
2014,"Sunday, 18th May 2014",12,Batley Bulldogs,16,Sheffield Eagles,League 2,540,,
2014,"Sunday, 25th May 2014",12,Sheffield Eagles,54,Leigh Centurions,League 2,1151,"Don Valley Stadium, Sheffield, England",Matthew Thomason
2014,"Sunday, 1st June 2014",24,Whitehaven,22,Sheffield Eagles,League 2,644,,
2014,"Sunday, 8th June 2014",37,Sheffield Eagles,30,Workington Town,League 2,712,"Don Valley Stadium, Sheffield, England",Warren Turley
2014,"Sunday, 15th June 2014",12,Dewsbury Rams,28,Sheffield Eagles,League 2,867,,
2014,"Sunday, 22nd June 2014",16,Sheffield Eagles,29,Keighley Cougars,League 2,743,"Don Valley Stadium, Sheffield, England",Joe Cobb
2014,"Sunday, 29th June 2014",14,Sheffield Eagles,32,Halifax,League 2,955,"Don Valley Stadium, Sheffield, England",Tom Crashley
2014,"Sunday, 6th July 2014",32,Leigh Centurions,24,Sheffield Eagles,League 2,2166,,
2014,"Sunday, 13th July 2014",24,Sheffield Eagles,16,North Wales Crusaders,League 2,671,"Don Valley Stadium, Sheffield, England",Chris Kendall
2014,"Sunday, 20th July 2014",10,Barrow Raiders,40,Sheffield Eagles,League 2,871,,
2014,"Sunday, 27th July 2014",18,Sheffield Eagles,28,Batley Bulldogs,League 2,763,"Don Valley Stadium, Sheffield, England",George Stokes
2014,"Sunday, 3rd August 2014",22,Doncaster,26,Sheffield Eagles,League 2,954,,
2014,"Sunday, 10th August 2014",31,Sheffield Eagles,30,Swinton Lions,League 2,600,"Don Valley Stadium, Sheffield, England",Jamie Bloem
2014,"Sunday, 17th August 2014",36,Sheffield Eagles,28,Whitehaven,League 2,644,"Don Valley Stadium, Sheffield, England",Dave Merrick
2014,"Wednesday, 20th August 2014",48,Sheffield Eagles,0,Rochdale Hornets,League 2,560,"Sheffield Hallam University Sports Ground, Sheffield, England",Matthew Thomason
2014,"Sunday, 31st August 2014",28,Featherstone Rovers,40,Sheffield Eagles,League 2,2085,,
2014,"Sunday, 7th September 2014",16,Rochdale Hornets,58,Sheffield Eagles,League 2,662,,
2014,"Saturday, 13th September 2014",16,Sheffield Eagles,0,Batley Bulldogs,Play-offs League 2 EPO,695,"Keepmoat Stadium, Doncaster, England",Dave Merrick
2014,"Sunday, 21st September 2014",24,Doncaster,58,Sheffield Eagles,Play-offs League 2 PSF,825,,
2014,"Sunday, 28th September 2014",21,Featherstone Rovers,12,Sheffield Eagles,Play-offs League 2 Semi,1730,,
2015,"Friday, 13th February 2015",19,Dewsbury Rams,10,Sheffield Eagles,League 2,1309,,
2015,"Sunday, 22nd February 2015",40,Sheffield Eagles,6,London Broncos,League 2,850,"Keepmoat Stadium, Doncaster, England",Dave Merrick
2015,"Sunday, 1st March 2015",6,Whitehaven,20,Sheffield Eagles,League 2,701,,
2015,"Sunday, 8th March 2015",28,Sheffield Eagles,16,Batley Bulldogs,League 2,1358,"Keepmoat Stadium, Doncaster, England",Chris Kendall
2015,"Sunday, 15th March 2015",12,Workington Town,14,Sheffield Eagles,League 2,682,,
2015,"Sunday, 22nd March 2015",44,Sheffield Eagles,20,Oldham,Challenge Cup 4 (64),484,,
2015,"Sunday, 29th March 2015",28,Sheffield Eagles,14,Hunslet Hawks,League 2,1136,"Keepmoat Stadium, Doncaster, England",Chris Leatherbarrow
2015,"Wednesday, 1st April 2015",4,Doncaster,26,Sheffield Eagles,League 2,1030,,
2015,"Monday, 6th April 2015",4,Featherstone Rovers,33,Sheffield Eagles,League 2,1920,,
2015,"Sunday, 12th April 2015",22,Sheffield Eagles,36,Leigh Centurions,League 2,1454,"Keepmoat Stadium, Doncaster, England",Mike Woodhead
2015,"Sunday, 19th April 2015",12,Sheffield Eagles,34,Hull FC,Challenge Cup 5 (32),1620,"Bramall Lane, Sheffield, England",George Stokes
2015,"Sunday, 26th April 2015",36,Sheffield Eagles,10,Halifax,League 2,1437,"Keepmoat Stadium, Doncaster, England",Matthew Thomason
2015,"Sunday, 3rd May 2015",46,Bradford Bulls,12,Sheffield Eagles,League 2,4847,,
2015,"Friday, 8th May 2015",30,Sheffield Eagles,12,Doncaster,League 2,863,"Keepmoat Stadium, Doncaster, England",Chris Leatherbarrow
2015,"Tuesday, 19th May 2015",15,Sheffield Eagles,8,Dewsbury Rams,League 2,682,"Keepmoat Stadium, Doncaster, England",Tom Crashley
2015,"Saturday, 23rd May 2015",46,London Broncos,6,Sheffield Eagles,League 2,8560,"Neutral Venue: Bloomfield Road, Blackpool, England",Chris Kendall
2015,"Friday, 29th May 2015",10,Hunslet Hawks,54,Sheffield Eagles,League 2,521,,
2015,"Friday, 5th June 2015",12,Batley Bulldogs,40,Sheffield Eagles,League 2,525,,
2015,"Saturday, 13th June 2015",26,Sheffield Eagles,16,Whitehaven,League 2,503,"Castle Park, Doncaster, England",Jonathan Roberts
2015,"Sunday, 21st June 2015",58,Leigh Centurions,18,Sheffield Eagles,League 2,3572,,
2015,"Sunday, 28th June 2015",26,Sheffield Eagles,6,Workington Town,League 2,506,"Castle Park, Doncaster, England",Andy Sweet
2015,"Sunday, 5th July 2015",38,Halifax,10,Sheffield Eagles,League 2,1873,,
2015,"Sunday, 12th July 2015",32,Sheffield Eagles,30,Bradford Bulls,League 2,2153,"Keepmoat Stadium, Doncaster, England",Chris Leatherbarrow
2015,"Sunday, 19th July 2015",38,Sheffield Eagles,28,Featherstone Rovers,League 2,2443,"Keepmoat Stadium, Doncaster, England",Mike Woodhead
2015,"Sunday, 26th July 2015",14,London Broncos,22,Sheffield Eagles,League 2,543,,
2015,"Sunday, 9th August 2015",42,Bradford Bulls,10,Sheffield Eagles,Qualifiers,6032,,
2015,"Sunday, 16th August 2015",48,Widnes Vikings,12,Sheffield Eagles,Qualifiers,4567,,
2015,"Sunday, 23rd August 2015",28,Sheffield Eagles,24,Halifax,Qualifiers,854,"Keepmoat Stadium, Doncaster, England",Chris Kendall
2015,"Sunday, 6th September 2015",52,Leigh Centurions,16,Sheffield Eagles,Qualifiers,4012,,
2015,"Sunday, 13th September 2015",53,Salford Red Devils,34,Sheffield Eagles,Qualifiers,3000,,
2015,"Friday, 18th September 2015",28,Sheffield Eagles,38,Hull Kingston Rovers,Qualifiers,2017,"Bramall Lane, Sheffield, England",Chris Kendall
2015,"Sunday, 27th September 2015",24,Sheffield Eagles,10,Wakefield Trinity Wildcats,Qualifiers,1712,"Bramall Lane, Sheffield, England",Joe Cobb
2016,"Sunday, 7th February 2016",12,Workington Town,42,Sheffield Eagles,League 2,813,,
2016,"Friday, 12th February 2016",26,Sheffield Eagles,6,Halifax,League 2,1350,"Sheffield Hallam University Sports Ground, Sheffield, England",Chris Kendall
2016,"Sunday, 21st February 2016",20,Batley Bulldogs,8,Sheffield Eagles,League 2,814,,
2016,"Friday, 26th February 2016",48,Sheffield Eagles,26,Swinton Lions,League 2,508,"Sheffield Hallam University Sports Ground, Sheffield, England",Mike Woodhead
2016,"Sunday, 6th March 2016",36,Leigh Centurions,28,Sheffield Eagles,League 2,3282,,
2016,"Saturday, 12th March 2016",24,Sheffield Eagles,26,Whitehaven,League 2,502,"Sheffield Hallam University Sports Ground, Sheffield, England",Joe Cobb
2016,"Saturday, 19th March 2016",32,Sheffield Eagles,28,Swinton Lions,Challenge Cup 4 (64),412,"Sheffield Hallam University Sports Ground, Sheffield, England",Tom Grant
2016,"Friday, 25th March 2016",28,Featherstone Rovers,16,Sheffield Eagles,League 2,2052,,
2016,"Monday, 28th March 2016",34,Dewsbury Rams,16,Sheffield Eagles,League 2,813,,
2016,"Sunday, 3rd April 2016",28,Bradford Bulls,46,Sheffield Eagles,League 2,4234,,
2016,"Sunday, 10th April 2016",21,Oldham,20,Sheffield Eagles,League 2,724,,
2016,"Friday, 15th April 2016",44,Wakefield Trinity Wildcats,10,Sheffield Eagles,Challenge Cup 5 (32),2257,,
2016,"Friday, 22nd April 2016",24,Sheffield Eagles,56,London Broncos,League 2,513,"Sheffield Hallam University Sports Ground, Sheffield, England",Chris Kendall
2016,"Friday, 29th April 2016",32,Sheffield Eagles,28,Dewsbury Rams,League 2,441,"Sheffield Hallam University Sports Ground, Sheffield, England",Jonathan Roberts
2016,"Saturday, 14th May 2016",30,Sheffield Eagles,37,Workington Town,League 2,494,"Sheffield Hallam University Sports Ground, Sheffield, England",Tom Grant
2016,"Friday, 20th May 2016",14,Sheffield Eagles,25,Bradford Bulls,League 2,995,"Sheffield Hallam University Sports Ground, Sheffield, England",Mike Woodhead
2016,"Saturday, 28th May 2016",14,Sheffield Eagles,32,London Broncos,League 2,9521,"Neutral Venue: Bloomfield Road, Blackpool, England",Ronnie Laughton
2016,"Sunday, 5th June 2016",60,Halifax,22,Sheffield Eagles,League 2,1680,,
2016,"Friday, 10th June 2016",10,Sheffield Eagles,24,Batley Bulldogs,League 2,651,"Sheffield Hallam University Sports Ground, Sheffield, England",Callum Straw
2016,"Sunday, 19th June 2016",22,Swinton Lions,18,Sheffield Eagles,League 2,551,"Heywood Road, Sale, England",Tom Grant
2016,"Friday, 24th June 2016",35,Sheffield Eagles,10,Featherstone Rovers,League 2,817,"Sheffield Hallam University Sports Ground, Sheffield, England",Andy Sweet
2016,"Friday, 1st July 2016",16,Sheffield Eagles,24,Oldham,League 2,531,"Sheffield Hallam University Sports Ground, Sheffield, England",Tom Grant
2016,"Sunday, 10th July 2016",14,London Broncos,32,Sheffield Eagles,League 2,530,,
2016,"Friday, 15th July 2016",30,Sheffield Eagles,34,Leigh Centurions,League 2,774,"Sheffield Hallam University Sports Ground, Sheffield, England",Callum Straw
2016,"Saturday, 23rd July 2016",14,Whitehaven,32,Sheffield Eagles,League 2,553,,
2016,"Sunday, 7th August 2016",28,Halifax,48,Sheffield Eagles,Championship Shield,1288,,
2016,"Sunday, 14th August 2016",48,Sheffield Eagles,16,Whitehaven,Championship Shield,412,"Sheffield Hallam University Sports Ground, Sheffield, England",Jack Smith
2016,"Sunday, 21st August 2016",38,Sheffield Eagles,40,Swinton Lions,Championship Shield,466,"Sheffield Hallam University Sports Ground, Sheffield, England",Tom Grant
2016,"Monday, 29th August 2016",24,Oldham,54,Sheffield Eagles,Championship Shield,680,,
2016,"Sunday, 4th September 2016",62,Sheffield Eagles,0,Workington Town,Championship Shield,380,"Sheffield Hallam University Sports Ground, Sheffield, England",Jonathan Roberts
2016,"Sunday, 11th September 2016",22,Sheffield Eagles,38,Dewsbury Rams,Championship Shield,564,"Sheffield Hallam University Sports Ground, Sheffield, England",Mike Woodhead
2016,"Sunday, 18th September 2016",80,Bradford Bulls,0,Sheffield Eagles,Championship Shield,4035,,
2016,"Sunday, 25th September 2016",32,Halifax,46,Sheffield Eagles,Shield Play-offs Semi,946,,
2016,"Sunday, 2nd October 2016",27,Bradford Bulls,16,Sheffield Eagles,Shield Play-offs Final,3518,,
2017,"Sunday, 5th February 2017",26,Oldham,10,Sheffield Eagles,League 2,668,,
2017,"Sunday, 12th February 2017",32,Sheffield Eagles,14,Toulouse Olympique,League 2,442,"Belle Vue, Wakefield, England",Andy Sweet
2017,"Sunday, 19th February 2017",42,Halifax,16,Sheffield Eagles,League 2,1241,,
2017,"Sunday, 26th February 2017",10,Sheffield Eagles,54,Batley Bulldogs,League 2,662,"Belle Vue, Wakefield, England",Andy Sweet
2017,"Sunday, 5th March 2017",50,Hull Kingston Rovers,10,Sheffield Eagles,League 2,7116,,
2017,"Sunday, 12th March 2017",22,Sheffield Eagles,47,Featherstone Rovers,League 2,1017,"Belle Vue, Wakefield, England",Jonathan Roberts
2017,"Sunday, 19th March 2017",48,Hull Kingston Rovers,10,Sheffield Eagles,Challenge Cup 4 (64),3408,,
2017,"Sunday, 26th March 2017",24,Swinton Lions,28,Sheffield Eagles,League 2,479,"Heywood Road, Sale, England",Tom Grant
2017,"Sunday, 2nd April 2017",32,Sheffield Eagles,20,London Broncos,League 2,319,"Belle Vue, Wakefield, England",Tom Crashley
2017,"Sunday, 9th April 2017",48,Bradford Bulls,16,Sheffield Eagles,League 2,4126,,
2017,"Friday, 14th April 2017",18,Rochdale Hornets,42,Sheffield Eagles,League 2,526,,
2017,"Monday, 17th April 2017",48,Sheffield Eagles,12,Dewsbury Rams,League 2,482,"Belle Vue, Wakefield, England",Jonathan Roberts
2017,"Sunday, 30th April 2017",25,Featherstone Rovers,14,Sheffield Eagles,League 2,2267,,
2017,"Sunday, 7th May 2017",52,Sheffield Eagles,16,Bradford Bulls,League 2,1437,"Belle Vue, Wakefield, England",Tom Grant
2017,"Saturday, 20th May 2017",45,Toulouse Olympique,20,Sheffield Eagles,League 2,2413,,
2017,"Sunday, 28th May 2017",30,Sheffield Eagles,24,Swinton Lions,League 2,4887,"Neutral Venue: Bloomfield Road, Blackpool, England",Mike Dawber
2017,"Sunday, 4th June 2017",38,Sheffield Eagles,14,Rochdale Hornets,League 2,341,"Belle Vue, Wakefield, England",Jonathan Roberts
2017,"Sunday, 11th June 2017",0,Sheffield Eagles,54,Halifax,League 2,672,"Belle Vue, Wakefield, England",Tom Grant
2017,"Sunday, 18th June 2017",70,Batley Bulldogs,12,Sheffield Eagles,League 2,2106,,
2017,"Sunday, 25th June 2017",18,Sheffield Eagles,40,Hull Kingston Rovers,League 2,1619,"Belle Vue, Wakefield, England",Nick Bennett
2017,"Sunday, 2nd July 2017",42,Sheffield Eagles,34,Swinton Lions,League 2,379,"Belle Vue, Wakefield, England",Brandon Robinson
2017,"Sunday, 9th July 2017",52,London Broncos,16,Sheffield Eagles,League 2,684,,
2017,"Sunday, 16th July 2017",42,Sheffield Eagles,28,Oldham,League 2,329,"Belle Vue, Wakefield, England",Greg Dolan
2017,"Sunday, 23rd July 2017",28,Dewsbury Rams,18,Sheffield Eagles,League 2,794,,
2017,"Sunday, 6th August 2017",56,Sheffield Eagles,16,Oldham,Championship Shield,305,"Belle Vue, Wakefield, England",Andy Sweet
2017,"Sunday, 13th August 2017",30,Swinton Lions,32,Sheffield Eagles,Championship Shield,434,"Heywood Road, Sale, England",Chris Campbell
2017,"Sunday, 20th August 2017",28,Sheffield Eagles,35,Dewsbury Rams,Championship Shield,363,"Belle Vue, Wakefield, England",Nick Bennett
2017,"Monday, 28th August 2017",32,Toulouse Olympique,16,Sheffield Eagles,Championship Shield,1855,,
2017,"Sunday, 3rd September 2017",18,Sheffield Eagles,32,Bradford Bulls,Championship Shield,896,"Belle Vue, Wakefield, England",Tom Grant
2017,"Sunday, 10th September 2017",26,Sheffield Eagles,22,Rochdale Hornets,Championship Shield,297,"Belle Vue, Wakefield, England",Greg Dolan
2017,"Sunday, 17th September 2017",34,Batley Bulldogs,18,Sheffield Eagles,Championship Shield,650,,
2017,"Sunday, 24th September 2017",26,Batley Bulldogs,28,Sheffield Eagles,Shield Play-offs Semi,550,,
2017,"Saturday, 30th September 2017",44,Toulouse Olympique,14,Sheffield Eagles,Shield Play-offs Final,1528,,
2018,"Friday, 2nd February 2018",20,Dewsbury Rams,18,Sheffield Eagles,League 2,808,,
2018,"Sunday, 11th February 2018",30,Halifax,10,Sheffield Eagles,League 2,1513,,
2018,"Saturday, 17th February 2018",50,Toulouse Olympique,6,Sheffield Eagles,League 2,1533,,
2018,"Sunday, 25th February 2018",58,Featherstone Rovers,14,Sheffield Eagles,League 2,2048,,
2018,"Sunday, 11th March 2018",10,Sheffield Eagles,44,Toronto Wolfpack,League 2,863,"Sheffield Olympic Legacy Park, Sheffield, England",Greg Dolan
2018,"Sunday, 18th March 2018",28,Barrow Raiders,16,Sheffield Eagles,Challenge Cup 4 (64),936,,
2018,"Sunday, 25th March 2018",36,Barrow Raiders,22,Sheffield Eagles,League 2,1210,,
2018,"Friday, 30th March 2018",38,Sheffield Eagles,20,Rochdale Hornets,League 2,516,"Sheffield Olympic Legacy Park, Sheffield, England",Tom Grant
2018,"Monday, 2nd April 2018",14,Sheffield Eagles,28,Batley Bulldogs,League 2,597,"Sheffield Olympic Legacy Park, Sheffield, England",Matt Rossleigh
2018,"Sunday, 8th April 2018",18,Swinton Lions,19,Sheffield Eagles,League 2,532,"Heywood Road, Sale, England",John McMullen
2018,"Sunday, 15th April 2018",20,Sheffield Eagles,72,Leigh Centurions,League 2,982,"Sheffield Olympic Legacy Park, Sheffield, England",Tom Grant
2018,"Sunday, 29th April 2018",16,Rochdale Hornets,38,Sheffield Eagles,League 2,459,,
2018,"Sunday, 6th May 2018",6,Sheffield Eagles,42,Halifax,League 2,891,"Sheffield Olympic Legacy Park, Sheffield, England",Billy Pearson
2018,"Sunday, 13th May 2018",14,Sheffield Eagles,66,London Broncos,League 2,517,"Sheffield Olympic Legacy Park, Sheffield, England",Tom Grant
2018,"Sunday, 20th May 2018",46,London Broncos,12,Sheffield Eagles,League 2,771,,
2018,"Saturday, 26th May 2018",22,Barrow Raiders,38,Sheffield Eagles,League 2,7877,"Neutral Venue: Bloomfield Road, Blackpool, England",Liam Staveley
2018,"Sunday, 10th June 2018",18,Sheffield Eagles,29,Swinton Lions,League 2,872,"Sheffield Olympic Legacy Park, Sheffield, England",John McMullen
2018,"Sunday, 17th June 2018",20,Batley Bulldogs,38,Sheffield Eagles,League 2,2328,,
2018,"Saturday, 23rd June 2018",6,Sheffield Eagles,40,Featherstone Rovers,League 2,917,"Sheffield Olympic Legacy Park, Sheffield, England",Greg Dolan
2018,"Sunday, 1st July 2018",24,Sheffield Eagles,46,Toulouse Olympique,League 2,458,"Sheffield Olympic Legacy Park, Sheffield, England",Marcus Griffiths
2018,"Saturday, 7th July 2018",68,Toronto Wolfpack,4,Sheffield Eagles,League 2,6329,,
2018,"Sunday, 15th July 2018",30,Sheffield Eagles,28,Dewsbury Rams,League 2,425,"Sheffield Olympic Legacy Park, Sheffield, England",Greg Dolan
2018,"Sunday, 22nd July 2018",28,Sheffield Eagles,10,Barrow Raiders,League 2,702,"Sheffield Olympic Legacy Park, Sheffield, England",Nick Bennett
2018,"Sunday, 29th July 2018",34,Leigh Centurions,10,Sheffield Eagles,League 2,3112,,
2018,"Sunday, 12th August 2018",68,Leigh Centurions,6,Sheffield Eagles,Championship Shield,2647,,
2018,"Sunday, 19th August 2018",18,Swinton Lions,26,Sheffield Eagles,Championship Shield,420,"Heywood Road, Sale, England",Matt Rossleigh
2018,"Friday, 31st August 2018",20,Sheffield Eagles,30,Dewsbury Rams,Championship Shield,638,"Sheffield Olympic Legacy Park, Sheffield, England",Nick Bennett
2018,"Friday, 7th September 2018",12,Sheffield Eagles,32,Featherstone Rovers,Championship Shield,689,"Sheffield Olympic Legacy Park, Sheffield, England",Greg Dolan
2018,"Sunday, 16th September 2018",44,Batley Bulldogs,4,Sheffield Eagles,Championship Shield,607,,
2018,"Sunday, 23rd September 2018",22,Sheffield Eagles,24,Barrow Raiders,Championship Shield,404,"Sheffield Olympic Legacy Park, Sheffield, England",Andy Sweet
2018,"Sunday, 30th September 2018",22,Sheffield Eagles,32,Rochdale Hornets,Championship Shield,789,"Sheffield Olympic Legacy Park, Sheffield, England",Tom Grant
2019,"Sunday, 3rd February 2019",64,Sheffield Eagles,10,Swinton Lions,League 2,1259,"Sheffield Olympic Legacy Park, Sheffield, England",Matt Rossleigh
2019,"Sunday, 10th February 2019",22,Barrow Raiders,24,Sheffield Eagles,League 2,1514,"Matt Johnson Prestige Stadium, Barrow, England",Matt Rossleigh
2019,"Friday, 15th February 2019",24,Sheffield Eagles,10,Bradford Bulls,League 2,1711,"Sheffield Olympic Legacy Park, Sheffield, England",Marcus Griffiths
2019,"Friday, 1st March 2019",44,Sheffield Eagles,16,Batley Bulldogs,League 2,791,"Sheffield Olympic Legacy Park, Sheffield, England",Nick Bennett
2019,"Sunday, 10th March 2019",32,Featherstone Rovers,14,Sheffield Eagles,League 2,1891,,
2019,"Sunday, 17th March 2019",13,Dewsbury Rams,16,Sheffield Eagles,League 2,977,,
2019,"Sunday, 24th March 2019",16,York City Knights,24,Sheffield Eagles,League 2,1822,,
2019,"Sunday, 31st March 2019",12,Sheffield Eagles,34,Leigh Centurions,Challenge Cup 4 (64),596,"Sheffield Olympic Legacy Park, Sheffield, England",Greg Dolan
2019,"Saturday, 6th April 2019",40,Toronto Wolfpack,10,Sheffield Eagles,League 2,1148,,
2019,"Friday, 19th April 2019",44,Sheffield Eagles,16,Toulouse Olympique,League 2,729,"Sheffield Olympic Legacy Park, Sheffield, England",Marcus Griffiths
